processed_text,label
bedtime full listen lou reeds album transformer full album underrate day back back enjoyment optical_disk musical_note x,1
user user sebestian gorka arrogant ahole business speak,0
even tell lie feel like special till realize wassup leave get feel dreadful,3
watch espn anymore take robert lee name pc police insanity hatred bigot leave wing nutjob,0
take time busy catch great american eclipse really incredible see even partial view view,1
user user new kennedys american politic sadly mom daughter charming toe nail,3
pale long want laugh smile want fucking cry,3
user user user feel soul hilarious,1
glad top pick get agt,1
wave daughter wee friend school walk sob terrify,3
user user philippine grinning_face_with_big_eyes,1
user user knife clean tough enough fire gun tough enough get hand dirty awful,0
user user nonstoryndaughter trip home alarm cop respond,2
user thank share concern please dm jio alternate number assist rahul,1
come quiet well behave cat dog ride plane tiny bag scream small human roam free outrage team pet,0
alaina day snap streak,2
user user make quick easy food,1
user user user hahaha ok ill back away coy,1
user user user user stupidity part proud cultural identity angry_face,0
user train announce absolutely everything overground station network giggle,1
think eternally irritate light teacher face_with_tears_of_joy,0
chelsea united must furious,0
user terrible lol kid,1
person excited go yeah excited afraidadapting study want,1
user grass grow simulator offend,0
bih lock shit depressing,3
user word like result poll pack poll take home pout face_with_tears_of_joy face_with_tears_of_joy smiling_cat_with_hearteyes bbn,1
user feel guilt play game horrible rainbow siege,3
wake somewhere elseyou know arsehole press button,0
user impressed customer support force customer use fb chat sms slow issue getting sort,0
beautiful pout c,1
today feel like expose wire dangerously close another expose wire provocation fry,0
user coffeennnow something else worry,3
eeeeekkkknproduct launch smiling_face_with_hearteyes raised_hand sparkling_heart nim literally byouzzingnsingle sachet smiling_face_with_hearteyes smiling_face_with_hearteyes n nmessage winking_face_with_tongue person_gesturing_ok purple_heart love lifestyle shake,1
great happiness see someone like stay happy daidouji tomoyo cardcaptor sakura,1
user bastard squirrel enraged_face,0
user disgusting user may end like snap traitor,0
displeasure piece shakespeare,3
lose appetite past day swear already lose pound depress least skinny pride weekend,3
get fuck capable want sit sulk bullshit fear failure honestly fuck,0
already tell molly tryna fake shit gon deny dude time jump offer end insecure,0
revenge change choose side country india,0
user would rage probably put place instead extra crisp,0
mom talk highschool shy say think go get bully unamused_face shy life mom bully,0
user user user obviously never try repress red head fiery,0
user okay awak grinning_squinting_face,1
user rip friend get head round devastate x,3
certain section threaten war spit fire brimstone time hear word restructuring selfdetermination,0
watch video take troye concert last year happy little pill cry miss user loudly_crying_face,3
sarah complete lunatic chad still give time beyond cbb mad crazy,0
swear god husband go get we murder someone road rage drive like indy,0
greatso get discover amazon prime day deal regular price enraged_face,0
wayin case knowjoshuas goin tonightto take trash play blue ever we,1
user horror story like make greatful smiling_face,1
repeat terror attacksno1 define religion terroristsn1 guy arrestedterroristsism get religion,0
god plan would make already discourage,3
user oh schade slightly_frowning_face,3
soooo annoyed wait start morning,0
chopper dammit sink already,0
nothing interesting besides retweet follow annoy persevering_face persevering_face,0
user smell fear,2
finish keeper lose thing incredible charming book love user weave story tell magic love,1
black abyss despair alonzo,3
girl bad let shit go probably moody build grudge anger regret face_with_tears_of_joy,0
afridi mad,0
user always control mistrust,0
get tell offend,0
really want mom go back home crying_face crying_face crying_face crying_face crying_face crying_face crying_face gutted cry miserable,3
user fall dark side face_with_tears_of_joy face_with_tears_of_joy,1
user indeed rage verdict imagine poor lassie family feel,0
user seriously user news sad nnwhy focus important issue,3
africa unique tremendous problem war overpopulation starvation tribalism make move africa forward hard,3
user user ok driver smile open door drive,0
happy birthday,1
user ignorance left shocking,0
user user ask try pout code csgo roll pout code red color help pls,3
user destroying memory goal ect might work zapper thingy like man black dumbledore pensive,0
user oh lord would blood boiling,0
user kind depressing think itn,3
feed false info user mini store pls hire franchise mini store serve customer threaten force,0
user noooo sunbaenim tease like face_with_steam_from_nose,0
user user phd eesav gattiga grinning_squinting_face,1
user devour unbornnhuman rejectionnfrom wrath ruin,0
user lucky ahu loudly_crying_face,1
need study celebrity birthday heart almost stop see harrison ford trend hushed_face relieved,1
everytime think life get well never come sadly,3
could soulcrushe despair also might marshmallow breakfast,3
let hatred grow otherwise everything life affect distract anger often end regret,0
user customer service dreadful phone bill huge get pass person person keep take money card idiot,0
user user user seem legit always flinch right tell truth,2
get feeling user user might review show stage full poor user user sleeping_face sleeping_face sleeping_face winking_face dull,3
please ruin party user origin blue,0
muslim kill people terrorism religion hindu kill muslim hindu terrorist hypocrite,0
stand lad put middle finger pic,0
cnn really need get propaganda business second usn fall soldier tragedy right back spew hatred potus,0
work sober man_facepalming_medium_skin_tone,3
india islamist radical islam possess danger only2 india also 2the world time uproot source f terrorism,3
seriously smack someone face face_with_crossedout_eye arsehole,0
heart tremble thought itni really know love,3
chyna respond rob cus know damn well plottin know hurt deeply revenge porn,0
user user whose customer love imagine hack day sing tune paymaster call dismal,3
boy play n0 play dull make,3
sick shit mad angry rowan atkinson dead bloody online hoax enraged_face enraged_face enraged_face enraged_face face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,0
good horror comedy movie nando brahma user srinivas reddy half get throat pain much laugh,1
user user talk terminate answer pay hour work erc answer,0
user sadly sleepy_face,3
faith like oil fear like dust easily blow away,2
half hour face_with_steam_from_nose exo,0
user make panic grinning_face_with_big_eyes,0
smile like mf,1
every diva need period panteez b xtra confident secure wait period talk fall fashion style,1
user husband get hour every day upon open eye ask start wwiii yet,1
everything order online comes look like piece shit face_with_steam_from_nose,0
